iter	Logloss
166	0.1942646467
167	0.1942481642
168	0.1942192018
169	0.193879034
170	0.1934239487
171	0.1931345594
172	0.1928419606
173	0.192694502
174	0.1926046613
175	0.1924927091
176	0.1923363919
177	0.1923240953
178	0.192296112
179	0.1921994679
180	0.1921292134
181	0.1917639537
182	0.191596712
183	0.1914744264
184	0.1912043618
185	0.1910897338
186	0.1909934573
187	0.1908375916
188	0.1907442487
189	0.1907431374
190	0.1907310315
191	0.1907109114
192	0.1907013699
193	0.1907004725
194	0.1906339354
195	0.1903680905
196	0.1901983021
197	0.190077116
198	0.1900413739
199	0.1900404321
200	0.1899529473
201	0.1898522555
202	0.1897524415
203	0.1895788863
204	0.1894816138
205	0.1893692822
206	0.1892980558
207	0.1891382612
208	0.1890643503
209	0.1889271245
210	0.1888559912
211	0.1887666892
212	0.1887051257
213	0.1884561789
214	0.1881505328
215	0.1881007247
216	0.1880266861
217	0.1879399725
218	0.1878646185
219	0.1878122818
220	0.1877902777
221	0.1876079321
222	0.1874287194
223	0.1874054327
224	0.187278421
225	0.187261799
226	0.1872176841
227	0.1871188408
228	0.1869088313
229	0.1867078402
230	0.1867063374
231	0.1866302613
232	0.186484319
233	0.1861807643
234	0.1860027882
235	0.1859374337
236	0.185836301
237	0.1857732096
238	0.1856998735
239	0.185602394
240	0.1855512763
241	0.1855190358
242	0.1855177102
243	0.1854811325
244	0.1853933518
245	0.1852882397
246	0.1851773062
247	0.1850802425
248	0.1850152927
249	0.1849497252
250	0.1849021193
251	0.1848454372
252	0.1847414477
253	0.1847183949
254	0.1846632271
255	0.1846368732
256	0.1844532549
257	0.1843864173
258	0.184297325
259	0.1840356888
260	0.1840044841
261	0.1839285002
262	0.18367032
263	0.1835951895
264	0.1835351506
265	0.1834965959
266	0.1834657257
267	0.1834273227
268	0.1832224696
269	0.1831539588
270	0.183088926
271	0.1830056599
272	0.1829869342
273	0.182948603
274	0.1827512448
275	0.1825928257
276	0.1825641043
277	0.1825186006
278	0.1824372176
279	0.1823863883
280	0.1823038531
281	0.1822073106
282	0.1820808094
283	0.1819397942
284	0.1816912926
285	0.1816223845
286	0.1815761562
287	0.1814969848
288	0.1814967203
289	0.18142842
290	0.1813974433
291	0.1813183089
292	0.1812790961
293	0.1810692377
294	0.1809697858
295	0.1809064335
296	0.1808287243
297	0.1807648613
298	0.1806204335
299	0.1805381945
300	0.180354336
301	0.1801941773
302	0.1800322552
303	0.1799057434
304	0.1797581084
305	0.1796997174
306	0.1796432112
307	0.1796027715
308	0.1795512462
309	0.1794829591
310	0.1793781063
311	0.1792946375
312	0.1792420556
313	0.179136448
314	0.1789412759
315	0.178866996
316	0.1788126074
317	0.1787435844
318	0.1786838982
319	0.1786325472
320	0.1786060412
321	0.1785042736
322	0.1783531283
323	0.1783137862
324	0.1782698078
325	0.1781174891
326	0.1778510301
327	0.1778207262
328	0.1776015476
329	0.1775480147
330	0.1774639198
331	0.1773494547
332	0.1772910935
333	0.1772452402
334	0.1772050975
335	0.1771409854
336	0.1770981099
337	0.1769917238
338	0.1769119386
339	0.1768488153
340	0.1766963586
341	0.1766921069
342	0.1766430954
343	0.1766369316
344	0.1766274071
345	0.176384346
346	0.1763800502
347	0.1763604065
348	0.176317613
349	0.1762313934
350	0.1761368558
351	0.1760470691
352	0.1759763547
353	0.1759424148
354	0.1758564153
355	0.1758112772
356	0.1757173435
357	0.1756464944
358	0.175611097
359	0.175570808
360	0.175559299
361	0.1755255183
362	0.1754503024
363	0.1754348578
364	0.17531518
365	0.1752766215
366	0.1751739318
367	0.1750472185
368	0.1749694272
369	0.1749618388
370	0.1749392404
371	0.1748739249
372	0.1747543257
373	0.1746747008
374	0.1745584953
375	0.174506027
376	0.1744295966
377	0.174320253
378	0.1742712696
379	0.1742197872
380	0.1740032688
381	0.1739894474
382	0.1738924097
383	0.1737942345
384	0.1736434118
385	0.1736119259
386	0.1735240188
387	0.1734901501
388	0.1734259403
389	0.1734148584
390	0.1732690688
391	0.1732059263
392	0.1732039072
393	0.1731216854
394	0.1730588531
395	0.1727717112
396	0.1727255768
397	0.1726334094
398	0.1725702887
399	0.1724830446
400	0.1723682344
401	0.1722934483
402	0.1721886861
403	0.1721023408
404	0.1720154354
405	0.1719753046
406	0.1719499419
407	0.1719249995
408	0.17184537
409	0.1717632443
410	0.1716334054
411	0.1716184515
412	0.1715585475
413	0.1714596178
414	0.1712825413
415	0.1712130989
416	0.1711930151
417	0.1711358437
418	0.1709990281
419	0.1709922602
420	0.1709198983
421	0.170803756
422	0.1707029474
423	0.1706285674
424	0.1705226264
425	0.1704727291
426	0.1703999859
427	0.1703064334
428	0.1701427436
429	0.1701201616
430	0.1700179561
431	0.170011329
432	0.1699495739
433	0.1699155741
434	0.1698221668
435	0.1696874328
436	0.1696417432
437	0.1696365237
438	0.1695697107
439	0.1694877467
440	0.1694814123
441	0.1694295024
442	0.1694166062
443	0.1693099486
444	0.1692703593
445	0.1692326257
446	0.1692277658
447	0.1692005466
448	0.169153209
449	0.1690493841
450	0.1689566168
451	0.1689443362
452	0.1688570829
453	0.1688361923
454	0.1687891544
455	0.1687137723
456	0.168696032
457	0.1685378023
458	0.1684780075
459	0.1683126937
460	0.1682477916
461	0.1681314455
462	0.1680530101
463	0.1680009739
464	0.1679224075
465	0.1678247994
466	0.1675458184
467	0.1675089297
468	0.1674413964
469	0.1673856723
470	0.1673780907
471	0.1671976035
472	0.1671431796
473	0.1670535998
474	0.1669429417
475	0.1668677166
476	0.1668514168
477	0.1667769797
478	0.1667332044
479	0.1667289611
480	0.1667115961
481	0.1666491533
482	0.1665735992
483	0.1665463111
484	0.1665354226
485	0.1664582459
486	0.166453737
487	0.1663593571
488	0.1661807558
489	0.1661546914
490	0.1661022838
491	0.1660355259
492	0.1659967439
493	0.165930865
494	0.1658574134
495	0.1658073655
496	0.165784492
497	0.165741413
498	0.1656986688
499	0.1656579306
500	0.1655209698
501	0.1654263169
502	0.1653598742
503	0.1652880707
504	0.1652606083
505	0.1651814904
506	0.1651172181
507	0.1650561377
508	0.1650290755
509	0.1650033023
510	0.1649906861
511	0.164939585
512	0.164884204
513	0.1647242489
514	0.164662417
515	0.1646471094
516	0.1646190332
517	0.1645919506
518	0.1645808134
519	0.1645181137
520	0.1644449876
521	0.1644011908
522	0.1643442424
523	0.1642928654
524	0.1642139321
525	0.1642086729
526	0.1641686259
527	0.1641018809
528	0.1640406253
529	0.1639360146
530	0.1639086117
531	0.1638549809
532	0.1637890908
533	0.1637041507
534	0.1636816979
535	0.1636666997
536	0.1636190326
537	0.1635559563
538	0.1634901178
539	0.1634523399
540	0.1633999459
541	0.1633414912
542	0.1632990149
543	0.1632504664
544	0.1631694282
545	0.163064681
546	0.1630005044
547	0.1629582663
548	0.1628453471
549	0.1628071357
550	0.1627833822
551	0.1627654884
552	0.1627464087
553	0.1627346332
554	0.1626871929
555	0.1626170755
556	0.1625659655
557	0.1625037799
558	0.1624481668
559	0.1623634871
560	0.1622878216
561	0.1622395913
562	0.1622033834
563	0.1621602146
564	0.1621545565
565	0.1620979436
566	0.162047874
567	0.162027061
568	0.1620255318
569	0.1620068474
570	0.1619675533
571	0.1618809995
572	0.1618687078
573	0.1618037889
574	0.1617938981
575	0.1617765519
576	0.1617369164
577	0.1616782976
578	0.1616526138
579	0.1616079426
580	0.1615993081
581	0.1615949457
582	0.1615763181
583	0.1615504041
584	0.1614043283
585	0.1613756754
586	0.1612604061
587	0.1612513119
588	0.1612391252
589	0.1611748931
590	0.1610997984
591	0.1610790355
592	0.1610192755
593	0.1609739842
594	0.160850901
595	0.1608081375
596	0.1607068071
597	0.1606428366
598	0.1606271286
599	0.1605692169
600	0.1604479445
601	0.160400315
602	0.1603779025
603	0.1603588273
604	0.1603309689
605	0.1602956169
606	0.160293127
607	0.1602622152
608	0.1602367365
609	0.1601330383
610	0.1600706218
611	0.160062538
612	0.1600472409
613	0.1599842195
614	0.1599754053
615	0.1599720901
616	0.1599549263
617	0.1599163432
618	0.1598927243
619	0.15984484
620	0.1597605535
621	0.159690875
622	0.1596712608
623	0.1596237773
624	0.1595836749
625	0.1595136017
626	0.1594952393
627	0.1594190364
628	0.1593008054
629	0.1592365802
630	0.1591273625
631	0.1591116301
632	0.1590987858
633	0.1590808773
634	0.158989265
635	0.158910538
636	0.1589069294
637	0.1588763853
638	0.1588200224
639	0.158741782
640	0.1587266649
641	0.1586871983
642	0.1586197871
643	0.1585438967
644	0.1585098127
645	0.1584590497
646	0.1584420607
647	0.1584131189
648	0.1583656745
649	0.158313648
650	0.158245905
651	0.1581628009
652	0.1581087773
653	0.158059247
654	0.1579365403
655	0.1578843612
656	0.1577521351
657	0.157679958
658	0.1576026765
659	0.1575338349
660	0.1574765408
661	0.1574180829
662	0.1573751578
663	0.1573243336
664	0.1573001631
665	0.1572353421
666	0.157233436
667	0.1572117026
668	0.1572094515
669	0.1571715739
670	0.1571496261
671	0.1571203016
672	0.1570705624
673	0.1570451478
674	0.1570328662
675	0.1570243647
676	0.1569385416
677	0.1569320991
678	0.1568660822
679	0.1567823305
680	0.1567020529
681	0.1566902527
682	0.1565897818
683	0.1565664309
684	0.1565090752
685	0.1564417027
686	0.1563764534
687	0.1563201878
688	0.1562599252
689	0.1562199248
690	0.1561707415
691	0.1561655811
692	0.1561375567
693	0.156109188
694	0.1560319158
695	0.1559882522
696	0.1559254254
697	0.1558599996
698	0.1558135231
699	0.1557375699
700	0.1556904014
701	0.1556523984
702	0.1556267588
703	0.1555794585
704	0.1555116283
705	0.1555094725
706	0.1554180368
707	0.1553954575
708	0.1553570931
709	0.155299772
710	0.1552353403
711	0.1551955193
712	0.155142051
713	0.1550646804
714	0.1550471985
715	0.1549579149
716	0.154903566
717	0.1548815114
718	0.1547624884
719	0.1547395933
720	0.154737431
721	0.1547126973
722	0.1546951403
723	0.1546715742
724	0.1546218991
725	0.154578975
726	0.1545595744
727	0.1545068632
728	0.1545002648
729	0.1544635716
730	0.1544176899
731	0.1542977869
732	0.154267519
733	0.1541818478
734	0.1541271942
735	0.1540922873
736	0.1540803247
737	0.1540429282
738	0.1540290238
739	0.1539034322
740	0.1538770434
741	0.1538396642
742	0.1537932828
743	0.1537849247
744	0.1537184734
745	0.1536865067
746	0.153681846
747	0.1536542399
748	0.153605411
749	0.1534860288
750	0.1534283765
751	0.1533788227
752	0.1533286824
753	0.1532940616
754	0.1532286878
755	0.1531829899
756	0.1531804981
757	0.1531507141
758	0.1530881358
759	0.1530402024
760	0.1529690295
761	0.1529081022
762	0.1529002289
763	0.1528923922
764	0.1528226095
765	0.1527459827
766	0.1526905177
767	0.1526737719
768	0.1526535344
769	0.1526190881
770	0.1525795417
771	0.152561449
772	0.1525222138
773	0.152480042
774	0.1524583957
775	0.1524485355
776	0.1523766043
777	0.1523075334
778	0.1522435245
779	0.1522054038
780	0.1521404845
781	0.1521385649
782	0.1520963961
783	0.1520788569
784	0.1519906046
785	0.1519528593
786	0.1519075089
787	0.1519047782
788	0.1518837203
789	0.1518709628
790	0.1518220804
791	0.1517222011
792	0.151649286
793	0.1516459149
794	0.1516434156
795	0.1516283251
796	0.1515828052
797	0.1515142471
798	0.1514174481
799	0.1514056685
800	0.1513778155
801	0.1512723969
802	0.1512411725
803	0.1512218932
804	0.1511995528
805	0.1511680419
806	0.1510812928
807	0.1510323415
808	0.1509806863
809	0.1509777712
810	0.1509661881
811	0.1509485015
812	0.1509063881
813	0.1508762979
814	0.1508520538
815	0.1507921034
816	0.1507608959
817	0.1507268861
818	0.1506886545
819	0.1506679045
820	0.1505723143
821	0.1505570165
822	0.150499089
823	0.1504734082
824	0.1504706472
825	0.1504550884
826	0.1503781793
827	0.1503053187
828	0.1502648979
829	0.1502339091
830	0.1501950342
831	0.1501183041
832	0.1500517659
833	0.1500463106
834	0.1500144933
835	0.1499552411
836	0.1499393782
837	0.1498689113
838	0.1498266305
839	0.1498010096
840	0.149785266
841	0.1497738231
842	0.1497251903
843	0.1496646387
844	0.1496646372
845	0.1496625821
846	0.1496582029
847	0.14964541
848	0.1495856034
849	0.1495387081
850	0.1495351791
851	0.1494925405
852	0.1494107095
853	0.1493461189
854	0.1492975066
855	0.1492545692
856	0.1492085122
857	0.1491603913
858	0.1491183737
859	0.1491090538
860	0.1490959017
861	0.1490774259
862	0.1490580143
863	0.1489558073
864	0.1489542018
865	0.1488850689
866	0.1488625833
867	0.1488437595
868	0.1487831888
869	0.1487349201
870	0.1486760177
871	0.148620162
872	0.1486066067
873	0.1485683073
874	0.1485611407
875	0.1485339214
876	0.1484420847
877	0.1483937727
878	0.1483663333
879	0.1483506835
880	0.1483367494
881	0.1483367208
882	0.1483073423
883	0.1482729359
884	0.1482305541
885	0.1482198002
886	0.1482082077
887	0.1481805193
888	0.1481153402
889	0.1480935314
890	0.1480538903
891	0.1480192073
892	0.14796568
893	0.1479232479
894	0.1478462993
895	0.1478167073
896	0.1477737308
897	0.1477536892
898	0.1476938274
899	0.1476831679
900	0.1476611247
901	0.1476002632
902	0.1475789388
903	0.1475536625
904	0.1475173288
905	0.1474898438
906	0.1474698637
907	0.1474519526
908	0.1474046524
909	0.1473824941
910	0.1473662633
911	0.1473113445
912	0.1472707087
913	0.1472321098
914	0.1472255321
915	0.1471638148
916	0.1471197861
917	0.1470927289
918	0.1470435555
919	0.14699503
920	0.1469317015
921	0.1468071934
922	0.1467934912
923	0.1467573793
924	0.1467357302
925	0.1466655486
926	0.1465977616
927	0.1465662086
928	0.1465413088
929	0.1465188086
930	0.1464845857
931	0.1464641534
932	0.1463904333
933	0.1463483785
934	0.1463144402
935	0.1462980921
936	0.1462008655
937	0.146177083
938	0.1461333794
939	0.1461141071
940	0.146090271
941	0.1460808216
942	0.1460434022
943	0.1460270592
944	0.1459942935
945	0.1459468814
946	0.1458911185
947	0.1458857127
948	0.1458828251
949	0.1458451786
950	0.1458347736
951	0.1458061307
952	0.145761185
953	0.1457167821
954	0.1457014161
955	0.1456996596
956	0.1456742077
957	0.1456241338
958	0.1455479309
959	0.1455157796
960	0.1455030703
961	0.1454641357
962	0.1454066252
963	0.1454004278
964	0.1453853253
965	0.1453650113
966	0.1453083685
967	0.1452733766
968	0.1452624381
969	0.1452495252
970	0.1451757259
971	0.1451567172
972	0.1451255966
973	0.1451183127
974	0.1451024511
975	0.1451005826
976	0.1450381107
977	0.1450129711
978	0.1449999343
979	0.1449687408
980	0.1449165545
981	0.1448903211
982	0.1448663965
983	0.1448327725
984	0.144796733
985	0.1447754296
986	0.1447724683
987	0.1447672734
988	0.1447650167
989	0.144650321
990	0.1446138451
991	0.1445402284
992	0.1445265986
993	0.144429922
994	0.1444234409
995	0.144378394
996	0.144374822
997	0.1443657816
998	0.1443452697
999	0.1442710877
